pair_id	text1_id	text2_id	text1	text2	label	metadata__intercoder	metadata__comparison	metadata__intensity1	metadata__intensity1_num	metadata__intensity2	metadata__intensity2_num
272361031bd29fa7d36c133c20f47690	cf1df6e041c62d205c3b68066f27d3ea	3c0b1fd186ddf9e77ff6d58d59e6b7d0	It is worth reflecting that, before the last general election,  the right hon  Member for Witney    - now the Conservative party leader - announced on the ""Today"" programme his plans for a national school leaver programme.	Before formulating policy for the purposes of subsections   and  , the Scottish Ministers must -     consult the Secretary of State, the National Assembly for Wales, the Department of the Environment and the Scottish Environment Protection Agency,    consult such bodies or persons appearing to them to be representative of the interests of local government as they consider appropriate,    consult such bodies or persons appearing to them to be representative of the interests of industry as they consider appropriate, and    carry out such public consultation as they consider appropriate.	text2	TRUE	-1	NA	NA	NA	NA
28b6cca1dfa743170892da7a10bb1c70	f71fe05211f3079650df190137cc0d9d	8d108a3c5092f174ee84ad47dc9723f6	That means that encouraging and supporting home ownership is complemented by measures to increase availability and choice in rented housing, to target investment and support to those areas and to those people most in need and to ensure that the billions of pounds of taxpayers' money that we are investing and continue to invest in housing is put to the best possible use by improving the performance and value for money achieved by those who spend it.	Clearly, when a matter is before United Kingdom courts, there are limits to what Ministers can do to intervene, but I will always be happy to talk to the hon  Gentleman if there are particular constituency cases he would like to discuss.	text1	FALSE	1	3	3	2	2
29841326894125ced607a169ebf00bbb	5e070e2465bf98e902db941067edc4a5	199cb69c1cc551ef86c24a652db6ef3e	According to even the independent Office for Budget Responsibility - if I may digress, Madam Deputy Speaker, the Government are resisting requiring that very body to audit all parties' manifestos at the next general election - the flagship shares for rights scheme has been rejected by businesses, opened up a tax loophole and will lead to £1 billion being lost by the Exchequer.	As one hears ever more lurid stories of so-called immigration advisers indulging in what can only be described as sometimes criminal behaviour, does he agree that it is vital that those who are entitled to immigration advice should be able to rely on its accuracy and on the integrity of those providing it?	text1	FALSE	1	NA	NA	2	2
2a4e7dfa1adec6348775e0911ff40859	dad1e4a804803fb397c6da3c85b7610f	15232c68a48ae1515ca228bded3d3c20	Another terrible tragedy was the death of Christopher Smith, who was only seven years old.	If anything, the misuse of cannabis is dipping; it is going down.	same	FALSE	0	1	1	1	1
2bc59a8ea50d44952c922c2bc92df63c	d5fd765c7d7224bbadc4ab45d4085d15	ea58181709abfc1f743c17b3da175d5f	There is no more important investment than in the skills of the work force.	Key measures that we have taken in the past few years include negotiating an international asset freeze against two Iranian banks - bank Melli and bank Sepah - negotiating FATF statements calling on states to protect their financial systems from money laundering and terrorist finance risks emanating from Iran, negotiating an EC regulation requiring banks to undertake enhanced due diligence on Iranian transactions and adopting new domestic powers in the Counter-Terrorism Act 2008 to allow us to impose financial restrictions in response to external money laundering, terrorist finance or weapons of mass destruction proliferation risks.	text2	FALSE	-1	1	1	5	5
2bdbfabf4ec8a0862a6548d1b7392756	00e91c098d9483ea399a74601b87fb01	03f80b54689077c33b065c52e56f17ea	He said that under the Tories  ""you will pay more in green taxes.	Thanks to all of them, and with the decision I announced to the House last week on carrier strike being the final piece of the jigsaw, I can tell the House today that, after two years' work, the black hole in the defence budget has finally been eliminated and the budget is now in balance, with a small annual reserve built in as a prudent measure to make sure that we are not blown off course by unforeseen events: a plan endorsed by the chiefs and by the Treasury.	text2	TRUE	-1	1	1	NA	NA
30c3604404501a682e5d96727012c13c	c8d34ff9ee60cad138ee9154c0c8f660	1eed7d41fdf1f39d134fe425ba6b456a	Confidence in the police must be complete, and the mistakes of the past cannot be left to fester.	I respect my hon  Friend's views, and I know she takes a close interest in these matters.	same	FALSE	0	2	2	2	2
33d6862cd2abcf26a5d27d75f56f6e3d	481778377bf1652fd7cfea730f54e8f3	e80caa9d8fcea6e1ecf7aca148d86b33	For the hon  Member for Romford - I do not want to concentrate on his contribution, but it really was quite extraordinary - to describe the entire pantheon of animal welfare organisations, many of which have royal charters and have been around for decades, if not centuries, as part of some kind of trendy conspiracy invented simply to please  Guardian  readers is ludicrous.	It is because she does not have a majority that she needs to do so.	text1	FALSE	1	3	3	1	1
3b97154076c5d335786c38b49f6f5fbe	7782a2d7b97be05f38d9381e27f51c98	076b57e6cc6ab780a129fb2913c01035	France will be level, at 100 per cent - that is, no reduction on its 1990 levels.	For example, Michael Armstrong says:  ""We are a low income family with three children and had planned to pay off our mortgage by selling the house and downsizing once our children had grown up and left the family home Due to the fact that we cannot extend our leasehold, or buy the freehold we are basically trapped in a very worrying and insecure situation and face the real possibility of losing our family home.""	text2	FALSE	-1	1	1	NA	NA
3cf166126404a7eba298ecfbca0721a1	e008a74210b62cf2c8d7edec0c963139	8f53d15ac07172db74e1cb5c75f06bf5	To echo what the hon  Member for Greenock and Inverclyde   said, people in my family have been killed in time of war and the bodies have never found their way back to the local churchyard, but they are not forgotten.	The objective of this Bill is twofold: first, to allow the British people the opportunity to state democratically how they wish Britain's fishing policy to evolve before any new European fisheries regime is established from 1 January 2003; and secondly, to support the statement of fisheries policy by the Marine Conservation Society, which refers to  the concept of sustainable management of fish stocks whilst recognising the impacts of fishing on the marine ecosystem, in particular the environmental consequences of stock collapse, habitat destruction and the modification of predator-prey relationships"".	text2	FALSE	-1	NA	NA	4	4
3dd2a7cbc96b578e4a3cbf11e557731d	ffb6e4cfbf5b0f2e255e2b1dea2f4b02	4b467a5dc321d7a54fee0efbd41f98b6	If so, let him say so; but he will not say so.	I appreciate the objections made by local people about the proposals, which include concern about the adverse effect which new, additional shops in the town might have on the livelihood of existing shopkeepers; concern about the design of the new buildings proposed and the possibility that they would obscure much valued views of the surrounding hills; concern that additional shops might attract more traffic and congestion to Ambleside; and concern that redevelopment of the site should be resisted so that the site can partly be used again one day as a bus station.	text2	FALSE	-1	1	1	5	5
3e546d284da6357788c725fa8e0f6390	cb5f5d61530c8bc00f1dd21f1dd4c76f	dad62d57aab294ec3d658d6a30e557d5	Last year, the shadow Secretary of State for Work and Pensions, my hon  Friend  the Member for Leeds West   , reviewed the issue and, based on an investigation of the available evidence and widespread consultation with the industry, we have proposed that workers should automatically be deemed to be treated as employees for tax purposes if they meet criteria that most people would regard as obvious signs that they were employees rather than self-employed subcontractors.	The key outcomes of the recent NATO Defence Ministers' meeting included allied endorsement of the concept of operations for NATO's post-2014 ""Train, Advise, Assist"" mission in Afghanistan; agreement to national capability targets apportioned to allies as part of the NATO defence planning process; and a commitment to conduct follow-on work on how NATO might prevent, respond to and recover from a cyber-attack against systems of critical importance to the alliance.	same	FALSE	0	3	3	3	3
3f529b102c5a60b1610314c39eb57772	4d6d0c70f1617f6de2e89ae7dfd53971	96e3922ac07d1f42c8f6c099969f9419	After the original decision was made in July 2016, patients were effectively dependent on making individual funding requests.	Museums will be eligible to apply for funding under the new initiative on community access to lifelong learning, which will be funded by the new opportunities fund.	text2	FALSE	-1	1	1	2	2
3fabf31c762e0c4eb2e5a76e46401df6	afd5d5eaeb78ef54b679b321ce0a1a20	87997e50d28c9d08a9cddcd6b35bcfa1	If the hon  and learned Gentleman makes it brief, I shall give way to him.	The Committee was not persuaded that alternative arrangements would address the criticisms directed at the existing European arrest warrant arrangements, and believed that it would  ""inevitably render the extradition process more protracted and cumbersome, potentially undermining public safety.""	text2	FALSE	-1	1	1	3	3
4021da81e6d34dac7734a37e3e759d7d	e95774ca5877813ad6f66dce7f21afd0	df62aa73d13153766e1c61b2a133d13c	I hope that, when we have ratified Maastricht - I believe that we shall unless the Danes sink it - the   intergovernmental quality will be not merely defended but vigorously upheld and developed so as to give us a strong European foreign policy mechanism, which allows us to have our differences of view and pursue those differences without being submerged in a Euro-blur or a ludicrous foreign policy adventure of the kind that has brought only bloodshed and tragedy to the Balkans.	That is why in each and every instance - on new proposals on JHA, on amending measures, on transitional measures and on Schengen-building measures - we negotiated the relevant opt-out and opt-in, and we did so in our national interest.	text1	FALSE	1	4	4	2	2
42ba85b43df2662bba75e1376b17a92b	48bb129ef3213cb77d0c171b8da5bcec	177a5d735592816ef9589f76c42d7656	During this debate, I do not want to go into the whole question of the deployment of individual helicopters.	What answer has the Secretary of State or his hon  Friend the Minister for Small Firms, Trade and Industry to the London chamber of commerce and industry, which fears the impact of the proposals and has said that they will be more damaging and burdensome to small firms than to their larger counterparts, and that action is needed now to help those small firms?	text2	TRUE	-1	1	1	NA	NA
5152b4692c2ae71ce609a4d38c4a457c	b21d885acd79150594e635ed5fc33947	3db744207abd59080e8b824ec349662c	Again, as Commander Chris Allison of the Association of Chief Police Officers has said:  ""We cannot just willy-nilly object because as soon as we object to a licence the licensee has a right to appeal and we have to provide evidence linking the premises with disorder.	I do not think that the hon  Lady listened to what I said to the hon  Member for Greenock and Port Glasgow  .	text1	TRUE	1	3	3	1	1
51b4a1159fdbf011af45dcf4a857658b	ccb7c92ee47827f2dfd7b895cb458291	2436b2193275445be4786df9ed093503	The debate in this shortened time available for Second Reading may discuss only three or four of them in detail; most will go unremarked, or will be mentioned en passant by speakers mainly interested in something else, because there is not even proper time for a full Second Reading debate, because there were questions, statements and so on before we got to Second Reading and we are all under time pressures to limit our speeches as a result.	In schools, we are trying to bring the two-hour offer up to five hours and encouraging sports clubs to work with schools, to try to bring them together to increase the number of young people taking part.	text1	FALSE	1	4	4	2	2
54132ff176bdf2fd8f72d60412546336	0860b6f00c142e897c204031d2b73341	da17b718ae896c87b10d3dffb27bbc8e	A mere four months later, on 31 October 1994, we broke that commitment.	This is an alien world to the one that me and my constituents inhabit, and yet the previous Minister hid behind the stock answer that the alternative transition will cost too much money, and asked where that money will come from and what cuts we, in opposition, would make.	text2	FALSE	-1	1	1	3	3
55c07c5269502dedfcec391ebcc0eb05	1f1a16b144ade0f8dd03136ca68b6ed3	77616052028a39fb9ad8fa1c0c5330b2	Indeed, my hon  Friend the Under-Secretary of State for Transport,  the hon  Member for Halton   , was able to join me on Milton Keynes Central station a couple of months ago to celebrate the fact that the scheme for providing an extra platform is being funded by this Government to the tune of £24 million from the community infrastructure fund; a very large slice of a national fund of only about £200 million, for which I am immensely grateful.	That is being done through the development of an adaptation policy framework for Government, which we will publish this year and which will be extended to other sectors next year, through the inclusion of a clause on adaptation in the Climate Change Bill, through funding for the development of groundbreaking probabilistic climate change scenarios for the UK, which will be published next year, and through continued investment in areas such as flood defence, which is an old chestnut that the hon  Member for Eastleigh keeps recycling in his speeches.	text2	TRUE	-1	NA	NA	NA	NA
5946454e51949cf6e6393b6661e9c872	bfea5047762bb5ad2ad2e8fadc384eff	eafc6f905c98994bbf1e7ab436ac0187	I share that concern with hon  Members from other parts of the United Kingdom where there is a measure of societal bilingualism, such as parts of Scotland, and with black and ethnic communities, where many people who could be subject to compulsory mental health treatment may not speak English as their first language, if they speak it at all.	Before the right hon  Gentleman leaves the issue of Iran, as a visitor to Iran in October, I ask him why those who have suffered casualties of first world war proportions - one sees the war memorials to the horrendous Iran-Iraq war in every city and small place in Iran - and who have every reason to loathe Saddam Hussein, and do, still do not think that a British-American air pounding of Iraq, particularly of Karbala, An Najaf and other places of the Shi'ites, is either sensible or justified?	text2	FALSE	-1	3	3	4	4
6056a175425e4914ba68c02c6aee2429	b1948183db0be2692ffb32ff92d1cb31	39c48c473d5110a105c43998e2b4d67f	All I will say to him is ""Where are your Back Benchers?""	Irrespective of this illusion that we are now going to create new pillars outside the treaty of Rome - which, as 1 have said in previous debates, do not touch the substance of the matter - that we would be locked into European guidelines and joint action plans and things like that which will deny us the control over our own affairs that we at present enjoy and which I think we should keep - I am happy to give way to the Minister again.	text2	FALSE	-1	1	1	4	4
66bb336e016ddbe0b8e66540496b9597	2aeb3a6227d06895d48faa10a76ddceb	510592523d4ca1e9d197b5d662c01ae4	Instead of a Gracious Speech whose individual measures do little or nothing for industry, nothing for employment, nothing for skills and nothing for rebuilding the economic and social fabric of Britain and that does nothing but pursue the old, tired and crude dogma of privatisation and deregulation, the British people need a new Government programme.	The statement of requirements of the COMPASS contract secured by Serco states that its responsibilities include providing safe, habitable, fit for purpose and correctly equipped accommodation to asylum seekers, ensuring that properties adhere to the standards established in the decent homes standard, providing adequate transport to and from initial and dispersal accommodation and medical appointments, abiding by contractual management regulations at all levels and ensuring that there is a complaints procedure for those living in dispersed accommodation and that organisations report on their performance against the specified standards.	text2	FALSE	-1	3	3	5	5
670dfb4fb0105133d6ed6b47deeac73d	f83e4510354170eac30385e2d7618c8f	7be8dada39bd1739c2e75215e1846cc8	Our top universities have told us that they need more information to differentiate among top achievers, especially for popular courses.	The evidence on the more common cancers is currently being reviewed by the chief medical officer's expert advisory group and will need to be updated regularly.	same	FALSE	0	2	2	2	2
69f21bc07af9b8604375fa698e0912c0	a3085e45b1f3bd2098ae45c187728168	d802b2076ea054043756992d7e3d8897	However, the police have their priorities right: they understand that the issue is crucial and needs to be pursued, and that Parliament and the public are concerned about it.	In the light of today's statement by the President of the Board of Trade, will my constituent Mr. Gerald James now be offered an apology for all the leaking by Government Departments, Ministers and civil servants against him, and for the assassination of his character in the past three years as he insisted that he was right in his allegations?	text2	FALSE	-1	1	1	3	3
7744b470fd96d78b9ab724f944378122	b4523368e279ec6f520ea86c4aaf2023	e3f4aef90b5243c8b5d567850e4da781	On the gravity of the injuries, the last update that I received was that overall, the injuries were not serious, although some police officers have been hospitalised.	I hope that that is not a path that we shall go down, although I know that she was doing it for the best of purposes.	same	FALSE	0	1	1	1	1
7758470e8a646c1de64351328bc2d101	a476b929377cd5ee12aa480565d256c5	0e939d42b81a301b9b8bea428fedef41	These are not organisations that would automatically side with Labour on every issue in defence of something such as the Agricultural Wages Board, but my goodness they did on this occasion.	For the sake of sick and disadvantaged workers, many of whom are in great pain and suffering disability, and who need compensation to increase mobility, diminish their discomfort and, in some cases, to provide carers if they are very sick, we must shift the burden of the payment of social security benefits to the compensator - the employer or the employer's insurance company.	text2	FALSE	-1	2	2	3	3
7ac38383a2034c075f6e25f47c705134	8810e787249ec0e5a8c46c5ffea36805	cf3866b81b38a4f8d43c6977fa027db5	It provides for the Government and the Speaker to draw up a scheme for transferring property rights and liabilities of the House to IPSA and for the order containing such a scheme to be subject to annulment by either House of Parliament, which may or may not lead to a debate and a vote.	Only 19 had adult community forensics services across the whole area, and only 14 had children and young people's community forensics services across the area.	text1	TRUE	1	3	3	2	2
7ccc52e0d602ff00ca18fee45ffa8395	48e24ed82310aa3ce35371351d9c6eff	9ec53108092c1f4a864fac07e07619b0	The hon  and learned Lady will know that as Attorney General I am now a full member of the National Security Council; for me, that is a clear indication of the seriousness with which the Government take the questions of legality and the rule of law that must of course be at the heart of these judgments.	I am afraid that my hon  Friend the Member for Tayside, North   hit the nail firmly on the head when he said that although several Opposition Members had made responsible speeches - I commend them for the fact they have often kept party politics out of things, and there has been rational discussion of the issues - the Scottish National party, typically, has tried to go for the cheap headline rather trying to address the environmental issues in Scotland.	text2	FALSE	-1	3	3	4	4
7d48b46d78e97a36479a384a2fdfd23b	a4261ace7a0dbea82ba2c89e263f77a3	bc38af410562a8c4507ffd04b4e483e2	Many of us have argued over the years that if the Government are serious about reducing capacity so that the capacity of our fleet is more in line with the fishing opportunities available, the best way of achieving that is by implementing a decommissioning scheme.	Is it, for example, ""quite small"", but not ""small""?	text1	FALSE	1	4	4	1	1
7d7fa3556a76f356969d2c49010abfd1	40c77a4630f6069ae5ba255f31e8dc44	62b62895aceae42ff59a29f850456063	Indeed, 73 per cent. of the aid going to Mozambique will not be covered by the Bill.	In response to a written question from me about which non-EU countries had been identified as the best ones for future trade deals in the automotive sector, the Minister for Trade Policy said:  ""We are working with a number of other countries to explore the best ways to develop our current trade and investment relationships"".	text2	FALSE	-1	1	1	NA	NA
836fc3126b3bd14512f1b2c3e722db08	bf50a5cbf095a58e6f4f3e8c16e7ef1e	1714409b5b7076c2dec896c2f604bdd3	As a result of fires in the United Kingdom, for the last three years for which figures are available, there were 736 deaths and over 17, 000 injuries in 1995, 709 deaths and 18, 000 injuries in 1996, and 723 deaths and more than 18, 600 injuries in 1997.	Reports can always come up with myriad recommendations, but we believe in short  reports and, having consulted with the wider cancer community, the good and the great of the cancer world, the charities, patients and so forth, we came up with  one recommendation: to ensure that we focus the  local NHS, the clinical commissioning groups -  primary care trusts then, CCGs now - on their one-year survival rates.	text2	FALSE	-1	1	1	3	3
88f27ea4916d9caf7a8a4b0b0a90c0b8	b44595f91224b7325f8ca32225169bcc	d9e029c3e412c63af66bed0e8d56dbb1	I should like to read out a short quote from the Library briefing, which refers to the seminal textbook on this subject by Geoffrey Robertson QC and Andrew Nicol QC, experts in media law:  ""The deep division in society over the proper limits for sexual permissiveness is mirrored by an inconsistent and ineffective censorship of publications that may offend or entertain, corrupt or enlighten, according to the taste and character of individual readers.	Analysis published by the National Housing Federation earlier this year forecasts that a 21-year-old Londoner will have to wait on average until the age of 52 before they can afford to get a foot on the property ladder if the current price increases continue.	text1	TRUE	1	5	5	2	2
8940a8ca12e396fffe4758be8046ce9d	94f0e469a248f6442da6ceb742501325	12cd17b3dee7fa164e9e79c13596ed80	I applied for the Adjournment debate a couple of weeks ago because of the clear intention of Lothian health board to centralise all Edinburgh maternity services at one hospital, the proposed new Edinburgh royal infirmary at the southern edge of the city, and also because it planned to break its clear promise to reopen a maternity unit at the Western general hospital, which serves large areas of my constituency.	The leader of Plaid Cymru - I think he is still the leader - said that that could have an historic effect on Wales, by which I assume he means that it will lead to all sorts of extra powers being acquired and Wales heading much further along the road that he wishes to travel down.	text1	FALSE	1	3	3	1	1
8952afa9105516b6f9f085f8cb445eaa	2bee6bd6738375d0d2696341ec2b71b8	56e1e5a6294418458132dcd36db6a0a3	As the analysis by the Institute for Fiscal Studies has shown, the new national living wage offers  ""little compensation because the boost to gross wages is smaller than the announced fiscal tightening and almost one-third of the increase in gross wages goes to the Treasury in higher tax receipts and lower benefits and tax-credit entitlements.""	The question, therefore, is not ""if"" but ""how"".	text1	FALSE	1	4	4	1	1
8a95317ea0776ca48b5fb94bd5489f30	4aedf826e9c5f068292f93f2e6efda6a	9da0e44bbd2e78fd30188b65dd2c45df	I rise simply to ask the Minister to clarify the point that I made in interventions on my hon  Friend  the Member for South Derbyshire    and  the hon  Member for Eddisbury    about why a 21-day notice period is so important in regard to a special resolution but not to other ordinary resolutions or to what is surely the most important resolution that can come before a co-operative or a community benefit society, namely, a resolution to transform the organisation into a company or some other corporate structure.	By law, they cannot charge more than 1 per cent. a month.	text1	FALSE	1	4	4	1	1
952882cf1d330e82801e377bc2bc0cd1	ed68ce335684f5bf6d5879d0d3b86127	c9db30b214356129f61a4811f3655811	She said:  ""They will have to choose food or heat, it will be too expensive for both.	I have been in contact with the managing director of a company in my constituency, who said:  I have at long last managed to get a credible answer from the Inland Revenue to the question which I raised in November   whether an employee who has acquired a more-than-5 per cent. interest in my company through membership of an employee share scheme is subject to tax on her entire fees if she works on a time-and-materials contract which falls within the scope of clause 1   of Schedule 12 to the Finance Act 2000.	text2	FALSE	-1	1	1	5	5
96688ed48b72254b63dc7caa69987772	16cc5400dd0c173c3fba4db543aacb56	7f6cb793421717dec80414e902aefe8e	We had hoped to achieve a commitment to work towards a binding agreement on forests, but in the end we had to settle for a declaration on  forest principles.	I pay tribute to Age Concern, the Alzheimer's Disease Society, the Carers National Association, Caring Costs, The Spinal Injuries Association, the all-party disablement group and many other organisations that have worked so hard to ensure that there is detailed and informed scrutiny of the legislation, in particular these amendments.	text2	TRUE	-1	NA	NA	3	3
9c7646b90cdfd3b261a8ada9fc9667ae	5022170b6b6f43de107d285264492441	59cb995968ddb6b66342bc12c411267d	Significant consideration has been given to auctioning, although it is for each national Government to decide the level of auctioning that will take place.	New clause 6 - Public registers of beneficial ownership of companies registered in British Overseas Territories -   ""  For the purposes of the detection, investigation or prevention of money laundering, the Secretary of State must provide all reasonable assistance to the governments of the British Overseas Territories to enable each of those governments to establish a publicly accessible register of the beneficial ownership of companies registered in each government's jurisdiction.	text2	FALSE	-1	1	1	3	3
